,ent_name,corpus_url,sent
7416,Crunchyroll,http://en.wikipedia.org/wiki/Crunchyroll?oldid=1026152447&ns=0,"Crunchyroll is an American subscription video on-demand over-the-top streaming service that specializes in the distribution, production and licensing of Japanese anime and dorama."
7417,Shaw Communications,http://en.wikipedia.org/wiki/Shaw_Communications?oldid=1017799568&ns=0,Shaw Communications Inc.
7418,Simon & Schuster,http://en.wikipedia.org/wiki/Simon_&_Schuster?oldid=1025555277&ns=0,Simon & Schuster () is an American publishing company and a subsidiary of Paramount Global.
7419,WarnerMedia,http://en.wikipedia.org/wiki/WarnerMedia?oldid=1026300964&ns=0,"Warner Media, LLC, doing business as WarnerMedia, is an American multinational mass media and entertainment conglomerate corporation owned by AT&T and headquartered in New York City, United States."
7420,Navistar International,http://en.wikipedia.org/wiki/Navistar_International?oldid=1025586095&ns=0,Navistar International Corporation is an American holding company created in 1986 as the successor to International Harvester.
7421,EssilorLuxottica,http://en.wikipedia.org/wiki/EssilorLuxottica?oldid=1026326850&ns=0,EssilorLuxottica SA is a French-Italian vertically integrated multinational corporation based in Paris and founded on 1 October 2018 from the merger of the Italian Luxottica with the French Essilor.
7422,ExxonMobil,http://en.wikipedia.org/wiki/ExxonMobil?oldid=1025630984&ns=0,"ExxonMobil Corporation is an American multinational oil and gas corporation headquartered in Irving, Texas."
7423,Seven & I Holdings,http://en.wikipedia.org/wiki/Seven_&_I_Holdings?oldid=1023162944&ns=0,"Seven & i Holdings Co., Ltd."
7424,L3Harris Technologies,http://en.wikipedia.org/wiki/L3Harris_Technologies?oldid=1025143270&ns=0,"L3Harris Technologies (L3Harris) is an American technology company, defense contractor, and information technology services provider that produces C6ISR systems and products, wireless equipment, tactical radios, avionics and electronic systems, night vision equipment, and both terrestrial and spaceborne antennas for use in the government, defense, and commercial sectors."
7425,Linde plc,http://en.wikipedia.org/wiki/Linde_plc?oldid=1025617353&ns=0,Linde plc is a multinational chemical company with German-American roots.
7426,International Airlines Group,http://en.wikipedia.org/wiki/International_Airlines_Group?oldid=1024880204&ns=0,"International Consolidated Airlines Group S.A., trading as International Airlines Group and usually shortened to IAG, is an Anglo-Spanish multinational airline holding company with its registered office in Madrid, Spain, and its global headquarters in London, England."
7427,ThyssenKrupp,http://en.wikipedia.org/wiki/ThyssenKrupp?oldid=1026098072&ns=0,"ThyssenKrupp AG (, German: [ˈtʏsn̩ˌkʁʊp]; stylized as thyssenkrupp) is a German multinational conglomerate with focus on industrial engineering and steel production."
7428,FrieslandCampina,http://en.wikipedia.org/wiki/FrieslandCampina?oldid=1019282317&ns=0,"Royal FrieslandCampina N.V. is a Dutch multinational dairy cooperative which is based in Amersfoort, Netherlands."
7429,GlaxoSmithKline,http://en.wikipedia.org/wiki/GlaxoSmithKline?oldid=1025638987&ns=0,"GSK plc, formerly  GlaxoSmithKline plc, is a British multinational pharmaceutical and biotechnology company with global headquarters in London, England."
7430,Jaguar Land Rover,http://en.wikipedia.org/wiki/Jaguar_Land_Rover?oldid=1025812450&ns=0,"Jaguar Land Rover Automotive PLC is the holding company of Jaguar Land Rover Limited (also known as JLR), and is a British multinational automobile manufacturer which produces luxury vehicles and sport utility vehicles."
7431,Galp Energia,http://en.wikipedia.org/wiki/Galp_Energia?oldid=1024387184&ns=0,"Galp Energia, SGPS, S.A. is a multinational energy corporation, headquartered in Lisbon, Portugal."
7432,Air France–KLM,http://en.wikipedia.org/wiki/Air_France–KLM?oldid=1023821358&ns=0,"Air France–KLM S.A., also known as Air France–KLM Group, is a Franco-Dutch airline holding company incorporated under French law with its headquarters at Charles de Gaulle Airport in Tremblay-en-France, near Paris."
7433,Alcatel-Lucent,http://en.wikipedia.org/wiki/Alcatel-Lucent?oldid=1025323670&ns=0,"Alcatel–Lucent S.A. (French pronunciation: ​[alkatɛl lysɛnt]) was a French–American global telecommunications equipment company, headquartered in Boulogne-Billancourt, France."
7434,American Tobacco Company,http://en.wikipedia.org/wiki/American_Tobacco_Company?oldid=1016935971&ns=0,The American Tobacco Company was a tobacco company founded in 1890 by J. B. Duke through a merger between a number of U.S. tobacco manufacturers including Allen and Ginter and Goodwin & Company.
7435,AstraZeneca,http://en.wikipedia.org/wiki/AstraZeneca?oldid=1022261329&ns=0,"AstraZeneca plc () is a British-Swedish multinational pharmaceutical and biotechnology company with its headquarters at the Cambridge Biomedical Campus in Cambridge, England."
7436,Bristol-Myers Squibb,http://en.wikipedia.org/wiki/Bristol-Myers_Squibb?oldid=971830159&ns=0,The Bristol-Myers Squibb Company (BMS) is an American multinational pharmaceutical company.
7437,Penguin Random House,http://en.wikipedia.org/wiki/Penguin_Random_House?oldid=1022851343&ns=0,Penguin Random House LLC is a multinational conglomerate publishing company formed in 2013 from the merger of Penguin Group and Random House.
7438,Sirius XM,http://en.wikipedia.org/wiki/Sirius_XM?oldid=1023184715&ns=0,Sirius XM Holdings Inc.
7439,Transdev,http://en.wikipedia.org/wiki/Transdev?oldid=1025470963&ns=0,"Transdev, formerly Veolia Transdev, is a French-based international private-sector company which operates public transport."
7440,Restaurant Brands International,http://en.wikipedia.org/wiki/Restaurant_Brands_International?oldid=1024288753&ns=0,Restaurant Brands International Inc.
7441,ViacomCBS,http://en.wikipedia.org/wiki/ViacomCBS?oldid=1025143878&ns=0,"Paramount Global (doing business as Paramount) is an American multinational mass media and entertainment conglomerate owned and operated by National Amusements (79.9%) and headquartered at One Astor Plaza in Midtown Manhattan, New York."
7442,BAE Systems,http://en.wikipedia.org/wiki/BAE_Systems?oldid=1024956821&ns=0,"BAE Systems plc (BAE) is a British multinational arms, security, and aerospace company."
7443,Stellantis,http://en.wikipedia.org/wiki/Stellantis?oldid=1025947369&ns=0,"Stellantis N.V. is a Dutch-domiciled multinational automotive manufacturer, formed in 2021 on the basis of a 50-50 cross-border merger between the Italian Fiat Chrysler Automobiles and the French PSA Group, and headquartered in Amsterdam, Netherlands."
7444,Daiichi Sankyo,http://en.wikipedia.org/wiki/Daiichi_Sankyo?oldid=1019616205&ns=0,"Daiichi Sankyo Company, Limited (Japanese: 第一三共株式会社, Hepburn: Daiichi Sankyō Kabushiki-gaisha) is a global pharmaceutical company and the second-largest pharmaceutical company in Japan."
7445,DaimlerChrysler,http://en.wikipedia.org/wiki/DaimlerChrysler?oldid=1014130928&ns=0,"The Mercedes-Benz Group AG (previously named Daimler-Benz, DaimlerChrysler and Daimler) is a German multinational automotive corporation headquartered in Stuttgart, Baden-Württemberg, Germany."
7446,LafargeHolcim,http://en.wikipedia.org/wiki/LafargeHolcim?oldid=1022352172&ns=0,"The Holcim Group, legally known as Holcim Limited, (formerly known as LafargeHolcim) is a Swiss multinational company that manufactures building materials."
7447,Virgin Media O2,http://en.wikipedia.org/wiki/Virgin_Media_O2?oldid=1026328831&ns=0,"Virgin Media O2 is a British telecommunications services provider based in London, England."
7448,Freight transport,http://en.wikipedia.org/wiki/Freight_transport?oldid=1016643584&ns=0,Freight transport is the physical process of transporting commodities and merchandise goods and cargo.
7449,Goods (economics),https://en.wikipedia.org/wiki/Goods,"In most contexts, the concept of good denotes the conduct that should be preferred when posed with a choice between possible actions."
7450,Military supply chain management,http://en.wikipedia.org/wiki/Military_supply_chain_management?oldid=876557030&ns=0,"Military supply-chain management is a cross-functional approach to procuring, producing and delivering products and services for military materiel applications."
7451,Material handling,http://en.wikipedia.org/wiki/Material_handling?oldid=1025254478&ns=0,"Material handling equipment (MHE) is mechanical equipment used for the movement, storage, control, and protection of materials, goods and products throughout the process of manufacturing, distribution, consumption, and disposal."
7452,Distribution (marketing),http://en.wikipedia.org/wiki/Distribution_(marketing)?oldid=1023811839&ns=0,Distribution (or place) is one of the four elements of the marketing mix.
7453,Lean manufacturing,http://en.wikipedia.org/wiki/Lean_manufacturing?oldid=1021183306&ns=0,"Lean manufacturing, or lean production, is a production method derived from Toyota's 1930 operating model ""The Toyota Way"" (Toyota Production System, TPS)."
7454,History of bankruptcy law,http://en.wikipedia.org/wiki/History_of_bankruptcy_law?oldid=1006596176&ns=0,The history of bankruptcy law begins with the first legal remedies available for recovery of debts.
7455,New Zealand Meritorious & Long Service Awards,http://en.wikipedia.org/wiki/New_Zealand_Meritorious_&_Long_Service_Awards?oldid=985521848&ns=0,Prior to 1985 the New Zealand armed forces received the same Meritorious and Long Service Awards awarded in the United Kingdom.
7456,Retirement in India,http://en.wikipedia.org/wiki/Retirement_in_India?oldid=1019829735&ns=0,VRS applies to employees who have completed 10 years of service or are above the age of 40 years.
7457,Phoenix Group,http://en.wikipedia.org/wiki/Phoenix_Group?oldid=1026295406&ns=0,"Phoenix Group Holdings plc (formerly Pearl Group plc) is a provider of insurance services based in London, England."
7458,Scottish Green Party,http://en.wikipedia.org/wiki/Scottish_Green_Party?oldid=948020903&ns=0,The Scottish Greens (also known as the Scottish Green Party; Scottish Gaelic: Pàrtaidh Uaine na h-Alba [ˈpʰaːrˠʃtʲi ˈuəɲə nə ˈhal̪ˠapə]; Scots: Scots Green Pairtie) are a green political party in Scotland.
